Index,Symbol,Name
3520,TWDDKK=X,TWD/DKK
3521,TWDOMR=X,TWD/OMR
3522,TOPCHF=X,TOP/CHF
3523,THBARS=X,THB/ARS
3524,TRYSEK=X,TRY/SEK
3525,TWDCHF=X,TWD/CHF
3526,TNDCNY=X,TND/CNY
3527,TNDPLN=X,TND/PLN
3528,THBCNY=X,THB/CNY
3529,TWDRUB=X,TWD/RUB
3530,TNDUSD=X,TND/USD
3531,THBSAR=X,THB/SAR
3532,THBCLP=X,THB/CLP
3533,TRYHUF=X,TRY/HUF
3534,TWDTHB=X,TWD/THB
3535,THBMUR=X,THB/MUR
3536,TWDSEK=X,TWD/SEK
3537,THBXDR=X,THB/XDR
3538,TRYQAR=X,TRY/QAR
3539,TWDCZK=X,TWD/CZK
3540,THBPEN=X,THB/PEN
3541,TRYMUR=X,TRY/MUR
3542,TRYSGD=X,TRY/SGD
3543,THBMYR=X,THB/MYR
3544,THBINR=X,THB/INR
3545,TOPUSD=X,TOP/USD
3546,TWDJPY=X,TWD/JPY
3547,TWDMUR=X,TWD/MUR
3548,TRYPLN=X,TRY/PLN
3549,THBILS=X,THB/ILS
3550,TNDJPY=X,TND/JPY
3551,TWDTRY=X,TWD/TRY
3552,TNDTRY=X,TND/TRY
3553,TRYMXN=X,TRY/MXN
3554,TWDINR=X,TWD/INR
3555,THBUSD=X,THB/USD
3556,TNDQAR=X,TND/QAR
3557,THBZAR=X,THB/ZAR
3558,TNDOMR=X,TND/OMR
3559,TRYSAR=X,TRY/SAR
3560,TWDEUR=X,TWD/EUR
3561,TWDPLN=X,TWD/PLN
3562,THBTND=X,THB/TND
3563,TOP=X,USD/TOP
3564,TRYLTL=X,TRY/LTL
3565,TJSCHF=X,TJS/CHF
3566,THBJPY=X,THB/JPY
3567,TTDDKK=X,TTD/DKK
3568,TWDLVL=X,TWD/LVL
3569,THBHKD=X,THB/HKD
3570,TWDNOK=X,TWD/NOK
3571,TZSINR=X,TZS/INR
3572,TRYKRW=X,TRY/KRW
3573,THB=X,USD/THB
3574,TNDMXN=X,TND/MXN
3575,THBGBP=X,THB/GBP
3576,TNDMAD=X,TND/MAD
3577,ZWL=X,USD/ZWL
3578,XOF=X,USD/XOF
3579,XCD=X,USD/XCD
3580,VND=X,USD/VND
3581,UZS=X,USD/UZS
3582,UYUBRL=X,UYU/BRL
3583,UYUBOB=X,UYU/BOB
3584,UGXXOF=X,UGX/XOF
3585,UAHUSD=X,UAH/USD
3586,UYUGBP=X,UYU/GBP
3587,UGXANG=X,UGX/ANG
3588,UAH=X,USD/UAH
3589,UGXTND=X,UGX/TND
3590,UGXBMD=X,Uganda Shilling (b) vs Bermuda
3591,UGXDKK=X,UGX/DKK
3592,UGXIDR=X,UGX/IDR
3593,UGXISK=X,UGX/ISK
3594,UYUVEF=X,UYU/VEF
3595,UGXBRL=X,UGX/BRL
3596,UGXZWL=X,UGX/ZWL
3597,UYUMXN=X,UYU/MXN
3598,ZAR=X,USD/ZAR
3599,UGXCNH=X,UGX/CNH
3600,UGXHKD=X,UGX/HKD
3601,UGXTHB=X,UGX/THB
3602,UGXZMW=X,UGX/ZMW
3603,UGXRSD=X,UGX/RSD
3604,UYUCLP=X,UYU/CLP
3605,UGXMYR=X,UGX/MYR
3606,UAHGBP=X,UAH/GBP
3607,UGXJPY=X,UGX/JPY
3608,UGXLKR=X,UGX/LKR
3609,UYUCOP=X,UYU/COP
3610,UYUPEN=X,UYU/PEN
3611,UGXINR=X,UGX/INR
3612,UGXNZD=X,UGX/NZD
3613,UGXZAR=X,UGX/ZAR
3614,UGXEGP=X,UGX/EGP
3615,UYUUSD=X,UYU/USD
3616,UGXSGD=X,UGX/SGD
3617,UYUCHF=X,UYU/CHF
3618,UGXKYD=X,UGX/KYD
3619,ZMW=X,USD/ZMW
3620,UGXTWD=X,UGX/TWD
3621,UGXTOP=X,UGX/TOP
3622,UGXCZK=X,UGX/CZK
3623,UAHEUR=X,UAH/EUR
3624,UAHCHF=X,UAH/CHF
3625,UGXMXN=X,UGX/MXN
3626,UGXNOK=X,UGX/NOK
3627,UGXHUF=X,UGX/HUF
3628,UGXARS=X,UGX/ARS
3629,UGXBWP=X,UGX/BWP
3630,UGXOMR=X,UGX/OMR
3631,VUV=X,USD/VUV
3632,UGXGHS=X,UGX/GHS
3633,UGXRON=X,UGX/RON
3634,UYUPYG=X,UYU/PYG
3635,XDR=X,USD/XDR
3636,UGXPKR=X,UGX/PKR
3637,USD=X,USD/USD
3638,UGXMWK=X,UGX/MWK
3639,YER=X,USD/YER
3640,UGXBDT=X,UGX/BDT
3641,UYUTHB=X,UYU/THB
3642,WST=X,USD/WST
3643,UGXBGN=X,UGX/BGN
3644,XPF=X,USD/XPF
3645,UGXWST=X,UGX/WST
3646,UGXVND=X,UGX/VND
3647,UGXKRW=X,UGX/KRW
3648,UGXKES=X,UGX/KES
3649,UGXMUR=X,UGX/MUR
3650,UGXCOP=X,UGX/COP
3651,UGXSBD=X,UGX/SBD
3652,UGXTZS=X,UGX/TZS
3653,UGXNGN=X,UGXNGN=X
3654,UAHCZK=X,UAH/CZK
3655,UGXCLP=X,UGX/CLP
3656,UGXPHP=X,UGX/PHP
3657,UGXRWF=X,UGX/RWF
3658,UGXRUB=X,UGX/RUB
3659,UGXTRY=X,UGX/TRY
3660,UGXILS=X,UGX/ILS
3661,UGX=X,USD/UGX
3662,UYUEUR=X,UYU/EUR
3663,UGXKZT=X,UGX/KZT
3664,UYU=X,USD/UYU
3665,UGXAUD=X,UGX/AUD
3666,UGXNAD=X,UGX/NAD
3667,UYUARS=X,UYU/ARS
3668,VEF=X,USD/VEF
3669,XAF=X,USD/XAF
3670,UGXFJD=X,UGX/FJD
3671,UGXAFN=X,UGX/AFN
3672,VUVUYU=X,VUV/UYU
3673,VUVBOB=X,VUV/BOB
3674,VNDJPY=X,VND/JPY
3675,VEFUSD=X,VEF/USD
3676,VEFARS=X,VEF/ARS
3677,VUVMAD=X,VUV/MAD
3678,VEFPEN=X,VEF/PEN
3679,VUVEGP=X,VUV/EGP
3680,VEFMXN=X,VEF/MXN
3681,VEFXDR=X,VEF/XDR
3682,VUVCHF=X,VUV/CHF
3683,VEFCHF=X,VEF/CHF
3684,VUVZAR=X,VUV/ZAR
3685,VUVCLP=X,VUV/CLP
3686,VEFCAD=X,VEF/CAD
3687,VUVCOP=X,VUV/COP
3688,VEFCLP=X,VEF/CLP
3689,VEFBRL=X,VEF/BRL
3690,VEFBOB=X,VEF/BOB
3691,VEFPYG=X,VEF/PYG
3692,VNDKRW=X,VND/KRW
3693,VEFCOP=X,VEF/COP
3694,VUVEUR=X,VUV/EUR
3695,VUVUSD=X,VUV/USD
3696,VUVVEF=X,VUV/VEF
3697,VUVGBP=X,VUV/GBP
3698,VUVILS=X,VUV/ILS
3699,VUVNGN=X,VUV/NGN
3700,VUVARS=X,VUV/ARS
3701,VUVMUR=X,VUV/MUR
3702,VUVJOD=X,VUV/JOD
3703,VUVZWL=X,VUV/ZWL
3704,VEFTHB=X,VEF/THB
3705,VUVPEN=X,VUV/PEN
3706,VUVSAR=X,VUV/SAR
3707,VUVMXN=X,VUV/MXN
3708,VUVBMD=X,VUV/BMD
3709,VEFEUR=X,VEF/EUR
3710,VUVCAD=X,VUV/CAD
3711,VUVBRL=X,VUV/BRL
3712,VEFGBP=X,VEF/GBP
3713,VUVAED=X,VUV/AED
3714,VEFUYU=X,VEF/UYU
3715,WSTEUR=X,WST/EUR
3716,WSTUSD=X,WST/USD
3717,WSTGBP=X,WST/GBP
3718,WSTCHF=X,WST/CHF
3719,ZARUSD=X,ZAR/USD
3720,XOFGHS=X,XOF/GHS
3721,XDRGBP=X,XDR/GBP
3722,XCDEUR=X,XCD/EUR
3723,XAFDKK=X,XAF/DKK
3724,XDRUSD=X,XDR/USD
3725,XPFEUR=X,XPF/EUR
3726,XPFCAD=X,XPF/CAD
3727,XPFUSD=X,XPF/USD
3728,ZARCHF=X,ZAR/CHF
3729,XCDUSD=X,XCD/USD
3730,ZAREUR=X,ZAR/EUR
3731,XDRDKK=X,XDR/DKK
3732,XPFCHF=X,XPF/CHF
3733,XDRNOK=X,XDR/NOK
3734,XPFGBP=X,XPF/GBP
3735,XCDCAD=X,XCD/CAD
3736,XOFDKK=X,XOF/DKK
3737,XCDCHF=X,XCD/CHF
3738,XDREUR=X,XDR/EUR
3739,XCDDKK=X,XCD/DKK
3740,XCDGBP=X,XCD/GBP
3741,YERTHB=X,YER/THB
3742,ZARTWD=X,ZAR/TWD
3743,ZARRSD=X,ZAR/RSD
3744,ZARMUR=X,ZAR/MUR
3745,ZARLSL=X,ZAR/LSL
3746,ZARHRK=X,ZAR/HRK
3747,ZARKRW=X,ZAR/KRW
3748,ZARMWK=X,ZAR/MWK
3749,ZARPLN=X,ZAR/PLN
3750,ZARAOA=X,ZAR/AOA
3751,ZMWCAD=X,ZMW/CAD
3752,ZARISK=X,ZAR/ISK
3753,ZARINR=X,ZAR/INR
3754,ZMWEUR=X,ZMW/EUR
3755,ZARILS=X,ZAR/ILS
3756,ZAREGP=X,ZAR/EGP
3757,ZARPHP=X,ZAR/PHP
3758,ZARLVL=X,ZAR/LVL
3759,ZMWCHF=X,ZMW/CHF
3760,ZARXDR=X,ZAR/XDR
3761,ZARCNY=X,ZAR/CNY
3762,ZMWDKK=X,ZMW/DKK
3763,ZARSZL=X,ZAR/SZL
3764,ZARBRL=X,ZAR/BRL
3765,ZARPKR=X,ZAR/PKR
3766,ZARIDR=X,ZAR/IDR
3767,ZARLKR=X,ZAR/LKR
3768,ZARTRY=X,ZAR/TRY
3769,ZARBWP=X,ZAR/BWP
3770,ZARNGN=X,ZAR/NGN
3771,ZARLTL=X,ZAR/LTL
3772,ZMWUSD=X,ZMW/USD
3773,ZARRUB=X,ZAR/RUB
3774,ZMWJPY=X,ZMW/JPY
3775,ZARGHS=X,ZAR/GHS
3776,ZARDKK=X,ZAR/DKK
3777,ZARSCR=X,ZAR/SCR
3778,ZARCZK=X,ZAR/CZK
3779,ZARSAR=X,ZAR/SAR
3780,ZARKWD=X,ZAR/KWD
3781,ZARUGX=X,ZAR/UGX
3782,ZMWGBP=X,ZMW/GBP
3783,ZARHUF=X,ZAR/HUF
3784,ZARKES=X,ZAR/KES
3785,ZARTND=X,ZAR/TND
3786,ZARCLP=X,ZAR/CLP
3787,ZARMXN=X,ZAR/MXN
3788,ZARAED=X,ZAR/AED
3789,ZARMAD=X,ZAR/MAD
3790,ZAROMR=X,ZAR/OMR
3791,ZARTHB=X,ZAR/THB
3792,ZARQAR=X,ZAR/QAR
3793,ZARUAH=X,ZAR/UAH
3794,ZARJOD=X,ZAR/JOD
